Oscilloscope data. 
Time step = 1,000 uS
Voltage step = 31,25 mV
Zero level = 180

N 	Smpl.	Trig

0	144	0
1	144	0
2	146	0
3	147	0
4	151	0
5	156	0
6	163	0
7	168	0
8	175	0
9	183	0
10	189	0
11	196	0
12	203	0
13	207	0
14	212	0
15	215	0
16	216	0
17	217	0
18	216	0
19	213	0
20	211	0
21	205	0
22	200	0
23	193	0
24	187	0
25	179	0
26	173	0
27	167	0
28	160	0
29	155	0
30	152	0
31	148	0
32	147	0
33	146	0
34	147	0
35	149	0
36	153	0
37	157	0
38	163	0
39	169	0
40	175	0
41	181	0
42	188	0
43	195	0
44	200	0
45	205	0
46	211	0
47	213	0
48	214	0
49	215	0
50	214	0
51	211	0
52	208	0
53	204	0
54	199	0
55	193	0
56	187	0
57	180	0
58	175	0
59	168	0
60	163	0
61	158	0
62	154	0
63	151	0
64	149	0
65	149	0
66	150	0
67	151	0
68	155	0
69	159	0
70	163	0
71	169	0
72	175	0
73	181	0
74	187	0
75	193	0
76	198	0
77	203	0
78	207	0
79	211	0
80	211	0
81	211	0
82	211	0
83	208	0
84	207	0
85	203	0
86	198	0
87	192	0
88	187	0
89	181	0
90	175	0
91	171	0
92	164	0
93	160	0
94	156	0
95	154	0
96	152	0
97	152	0
98	152	0
99	155	0
100	157	0
101	160	0
102	164	0
103	169	0
104	175	0
105	180	0
106	186	0
107	191	0
108	195	0
109	200	0
110	203	0
111	207	0
112	207	0
113	208	0
114	207	0
115	206	0
116	203	0
117	199	0
118	196	0
119	192	0
120	187	0
121	182	0
122	176	0
123	171	0
124	167	0
125	163	0
126	160	0
127	158	0
128	156	0
129	156	0
130	156	0
131	159	0
132	160	0
133	163	0
134	167	0
135	172	0
136	176	0
137	181	0
138	185	0
139	190	0
140	194	0
141	197	0
142	200	0
143	203	0
144	203	0
145	203	0
146	203	0
147	202	0
148	199	0
149	196	0
150	192	0
151	189	0
152	184	0
153	181	0
154	176	0
155	172	0
156	170	0
157	166	0
158	164	0
159	162	0
160	161	0
161	160	0
162	161	0
163	163	0
164	164	0
165	167	0
166	171	0
167	174	0
168	179	0
169	181	0
170	187	0
171	189	0
172	192	0
173	195	0
174	196	0
175	198	0
176	199	0
177	199	0
178	198	0
179	196	0
180	195	0
181	192	0
182	189	0
183	186	0
184	183	0
185	179	0
186	176	0
187	173	0
188	171	0
189	168	0
190	167	0
191	166	0
192	166	0
193	166	0
194	167	0
195	168	0
196	171	0
197	172	0
198	176	0
199	179	0
200	181	0
201	184	0
202	187	0
203	189	0
204	191	0
205	192	0
206	193	0
207	195	0
208	194	0
209	193	0
210	192	0
211	191	0
212	188	0
213	187	0
214	184	0
215	181	0
216	179	0
217	176	0
218	175	0
219	172	0
220	171	0
221	171	0
222	169	0
223	169	0
224	170	0
225	171	0
226	172	0
227	175	0
228	176	0
229	179	0
230	182	0
231	183	0
232	187	0
233	188	0
