Oscilloscope data. 
Time step = 1,000 uS
Voltage step = 31,25 mV
Zero level = 180

N 	Smpl.	Trig
658	176	0
659	175	0
660	173	0
661	173	0
662	172	0
663	172	0
664	172	0
665	174	0
666	175	0
667	177	0
668	180	0
669	183	0
670	186	0
671	189	0
672	191	0
673	195	0
674	196	0
675	197	0
676	198	0
677	199	0
678	197	0
679	195	0
680	193	0
681	191	0
682	187	0
683	183	0
684	179	0
685	174	0
686	169	0
687	164	0
688	161	0
689	159	0
690	156	0
691	155	0
692	155	0
693	156	0
694	159	0
695	161	0
696	165	0
697	171	0
698	176	0
699	181	0
700	187	0
701	195	0
702	200	0
703	204	0
704	210	0
705	213	0
706	215	0
707	215	0
708	215	0
709	212	0
710	208	0
711	204	0
712	198	0
713	191	0
714	184	0
715	176	0
716	170	0
717	163	0
718	156	0
719	149	0
720	145	0
721	143	0
722	140	0
723	140	0
724	143	0
725	145	0
726	151	0
727	156	0
728	163	0
729	172	0
730	180	0
731	189	0
732	197	0
733	207	0
734	213	0
735	219	0
736	223	0
737	227	0
738	227	0
739	225	0
740	223	0
741	219	0
742	213	0
743	205	0
744	197	0
745	187	0
746	177	0
747	168	0
748	159	0
749	151	0
750	144	0
751	138	0
752	133	0
753	132	0
754	131	0
755	133	0
756	137	0
757	143	0
758	150	0
759	159	0
760	168	0
761	179	0
762	188	0
763	199	0
764	207	0
765	216	0
766	223	0
767	228	0
768	231	0
769	232	0
770	232	0
771	228	0
772	224	0
773	217	0
774	210	0
775	200	0
776	190	0
777	180	0
778	170	0
779	160	0
780	150	0
781	143	0
782	136	0
783	131	0
784	129	0
785	129	0
786	131	0
787	135	0
788	140	0
789	148	0
790	156	0
791	166	0
792	177	0
793	187	0
794	197	0
795	207	0
796	215	0
797	222	0
798	227	0
799	231	0
800	232	0
801	231	0
802	228	0
803	224	0
804	217	0
805	209	0
806	200	0
807	192	0
808	180	0
809	171	0
810	161	0
811	152	0
812	145	0
813	139	0
814	135	0
815	132	0
816	132	0
817	135	0
818	138	0
819	143	0
820	151	0
821	159	0
822	167	0
823	177	0
824	187	0
825	195	0
826	204	0
827	211	0
828	219	0
829	223	0
830	225	0
831	227	0
832	225	0
833	223	0
834	219	0
835	212	0
836	204	0
837	196	0
838	188	0
839	179	0
840	171	0
841	162	0
842	155	0
843	149	0
844	144	0
845	141	0
846	140	0
847	140	0
848	143	0
849	147	0
850	151	0
851	158	0
852	165	0
853	172	0
854	180	0
855	188	0
856	196	0
857	203	0
858	208	0
859	212	0
860	215	0
861	218	0
862	217	0
863	216	0
864	212	0
865	208	0
866	203	0
867	196	0
868	190	0
869	182	0
870	176	0
871	168	0
872	163	0
873	157	0
874	153	0
875	151	0
876	149	0
877	150	0
878	151	0
879	153	0
880	159	0
881	163	0
882	168	0
883	174	0
884	180	0
885	187	0
886	192	0
887	197	0
888	202	0
889	205	0
890	207	0
891	208	0
892	207	0
893	207	0
894	203	0
895	199	0
896	195	0
897	190	0
898	185	0
899	180	0
900	174	0
901	169	0
902	165	0
903	162	0
904	159	0
905	158	0
906	157	0
907	159	0
908	160	0
909	163	0
910	167	0
911	171	0
912	175	0
913	180	0
914	185	0
915	191	0
916	194	0
917	197	0
918	199	0
919	203	0
920	203	0
921	202	0
922	200	0
923	199	0
924	195	0
925	191	0
926	187	0
927	183	0
928	177	0
929	173	0
930	169	0
931	165	0
932	163	0
933	161	0
934	160	0
935	159	0
936	161	0
937	163	0
938	167	0
939	171	0
940	175	0
941	179	0
942	184	0
943	188	0
944	193	0
945	196	0
946	199	0
947	202	0
948	203	0
949	203	0
950	202	0
951	200	0
952	197	0
953	193	0
954	190	0
955	184	0
956	179	0
957	175	0
958	170	0
959	166	0
960	162	0
961	159	0
962	158	0
963	157	0
964	157	0
965	159	0
966	161	0
967	164	0
968	169	0
969	175	0
970	179	0
971	185	0
972	191	0
973	195	0
974	200	0
975	204	0
976	207	0
977	207	0
978	208	0
979	208	0
980	207	0
981	203	0
982	197	0
983	192	0
984	187	0
985	181	0
986	175	0
987	169	0
988	164	0
989	159	0
990	156	0
991	152	0
992	151	0
993	151	0
994	152	0
995	155	0
996	158	0
997	163	0
998	168	0
999	175	0
