Oscilloscope data. 
Time step = 1,000 uS
Voltage step = 31,25 mV
Zero level = 180

N 	Smpl.	Trig

0	140	0
1	137	0
2	136	0
3	138	0
4	140	0
5	145	0
6	151	0
7	159	0
8	168	0
9	177	0
10	187	0
11	197	0
12	207	0
13	215	0
14	223	0
15	228	0
16	231	0
17	233	0
18	233	0
19	231	0
20	225	0
21	219	0
22	211	0
23	201	0
24	191	0
25	179	0
26	168	0
27	157	0
28	147	0
29	138	0
30	131	0
31	126	0
32	123	0
33	123	0
34	124	0
35	128	0
36	135	0
37	143	0
38	154	0
39	164	0
40	177	0
41	189	0
42	200	0
43	212	0
44	223	0
45	231	0
46	237	0
47	241	0
48	243	0
49	243	0
50	239	0
51	233	0
52	225	0
53	215	0
54	204	0
55	192	0
56	180	0
57	167	0
58	155	0
59	144	0
60	135	0
61	128	0
62	121	0
63	118	0
64	117	0
65	120	0
66	124	0
67	131	0
68	140	0
69	151	0
70	163	0
71	175	0
72	187	0
73	199	0
74	211	0
75	222	0
76	231	0
77	237	0
78	240	0
79	242	0
80	242	0
81	239	0
82	232	0
83	224	0
84	216	0
85	205	0
86	193	0
87	182	0
88	169	0
89	159	0
90	148	0
91	139	0
92	132	0
93	128	0
94	124	0
95	123	0
96	126	0
97	130	0
98	136	0
99	144	0
100	153	0
101	163	0
102	175	0
103	185	0
104	196	0
105	205	0
106	214	0
107	221	0
108	227	0
109	230	0
110	231	0
111	230	0
112	228	0
113	223	0
114	217	0
115	209	0
116	201	0
117	192	0
118	183	0
119	173	0
120	165	0
121	157	0
122	151	0
123	147	0
124	143	0
125	140	0
126	140	0
127	141	0
128	144	0
129	149	0
130	155	0
131	161	0
132	168	0
133	175	0
134	183	0
135	189	0
136	195	0
137	201	0
138	205	0
139	208	0
140	211	0
141	211	0
142	211	0
143	208	0
144	205	0
145	202	0
146	197	0
147	192	0
148	187	0
149	183	0
150	177	0
151	173	0
152	169	0
153	167	0
154	164	0
155	163	0
156	163	0
157	164	0
158	164	0
159	166	0
160	168	0
161	171	0
162	174	0
163	176	0
164	179	0
165	181	0
166	184	0
167	185	0
168	187	0
169	187	0
170	187	0
171	187	0
172	187	0
173	185	0
174	184	0
175	183	0
176	182	0
177	180	0
178	180	0
179	180	0
180	180	0
181	180	0
182	181	0
183	183	0
184	183	0
185	185	0
186	187	0
187	189	0
188	189	0
189	190	0
190	191	0
191	191	0
192	191	0
193	189	0
194	187	0
195	186	0
196	183	0
197	179	0
198	176	0
199	172	0
200	168	0
201	166	0
202	163	0
203	161	0
204	160	0
205	159	0
206	161	0
207	161	0
208	163	0
209	167	0
210	171	0
211	176	0
212	181	0
213	187	0
214	192	0
215	199	0
216	203	0
217	207	0
218	211	0
219	213	0
220	214	0
221	213	0
222	211	0
223	209	0
224	204	0
225	199	0
226	191	0
227	184	0
228	176	0
229	169	0
230	162	0
231	155	0
232	148	0
233	144	0
234	140	0
235	139	0
236	139	0
237	140	0
238	143	0
239	148	0
240	155	0
241	163	0
242	171	0
243	181	0
244	191	0
245	199	0
246	208	0
247	215	0
248	223	0
249	227	0
250	229	0
251	231	0
252	231	0
253	227	0
254	223	0
255	215	0
256	207	0
257	197	0
258	187	0
259	176	0
260	165	0
261	155	0
262	147	0
263	139	0
264	132	0
265	128	0
266	126	0
267	126	0
268	128	0
269	133	0
270	139	0
271	148	0
272	159	0
273	168	0
274	180	0
275	191	0
276	203	0
277	213	0
278	223	0
279	229	0
280	235	0
281	239	0
282	239	0
283	238	0
284	234	0
285	227	0
286	220	0
287	211	0
288	199	0
289	188	0
290	176	0
291	164	0
292	153	0
293	143	0
294	135	0
295	128	0
296	124	0
297	123	0
298	123	0
299	127	0
300	131	0
301	139	0
302	147	0
303	157	0
304	168	0
305	180	0
306	192	0
307	203	0
308	213	0
309	222	0
310	229	0
311	234	0
312	237	0
313	236	0
314	235	0
315	231	0
316	224	0
317	217	0
318	207	0
319	197	0
320	187	0
321	176	0
322	164	0
323	155	0
324	146	0
325	139	0
326	133	0
327	130	0
328	129	0
329	131	0
330	133	0
331	139	0
